ticker,cik
MWA,0001350593
VVV,0001674910
CORT,0001088856
ASB,0000007789
SAIC,0001571123
KEN,0001611005
OPCH,0001014739
BCO,0000078890
SLM,0001032033
ONDS,0001646188
MDU,0000067716
ACIW,0000935036
ALH,0001317685
THO,0000730263
FFIN,0000036029
MC,0001596967
ALK,0000766421
NOVT,0001076930
ANF,0001018840
TCBI,0001077428
VCTR,0001570827
MMED,0002062583
CVSA,0000730464
IBOC,0000315709
GPI,0001031203
NVST,0001757073
SPHR,0001795250
SKY,0000090896
MAUTF,0001830918
TDW,0000098222
IFHLY,0002035057
PTEN,0000889900
ALM,0001670061
VISN,0001517228
CAAP,0001717393
MMSI,0000856982
PONY,0001969302
SLGN,0000849869
GPOR,0000874499
SHC,0001822479
TPC,0000077543
FELE,0000038725
TBBB,0001978954
NWE,0001993004
LBTYA,0001570585
CSAN,0001430162
ERELY,0001454144
LAZ,0001311370
FMCC,0001026214
HRB,0000012659
BTU,0001064728
LGND,0000886163
SFBS,0001430723
TPH,0001561680
AD,0000821130
ITRI,0000780571
SYRE,0001636282
AMRX,0001723128
KC,0001795589
NG,0001173420
NGXXF,0002044153
TFSL,0001381668
USAC,0001522727
CBT,0000016040
NHI,0000877860
ZETA,0001851003
QS,0001811414
KTB,0001760965
LPL,0001290109
AAUC,0001993344
ACHR,0001824502
SKT,0000899715
NEXHY,0001985406
TAC,0001144800
DNP,0000806628
LRN,0001157408
CNO,0001224608
STNG,0001483934
BBWI,0000701985
HAFN,0001815779
CCC,0001818201
AKO-A,0000925261
NMRK,0001690680
ARIS,0001964504
BILL,0001786352
DLO,0001846832
GEF,0000043920
EPR,0001045450
BRC,0000746598
SIMO,0001329394
IRTC,0001388658
ACAD,0001070494
EE,0001888447
INDV,0001625297
FTDR,0001727263
MZTI,0000057515
CRNX,0001658247
CUZ,0000025232
AZZ,0000008947
TREX,0001069878
CVCO,0000278166
CALM,0000016160
SHAK,0001620533
ABG,0001144980
HHH,0001981792
UCB,0000857855
VKTX,0001607678
STVN,0001849853
ASO,0001817358
USLM,0000082020
VSCO,0001856437
SKYW,0000793733
PATK,0000076605
KNSA,0001730430
DAN,0000026780
SII,0001512920
INDB,0000776901
OTTR,0001466593
GTLB,0001653482
NAMS,0001936258
SXT,0000310142
AGO,0001273813
CMBT,0001604481
FULT,0000700564
PRM,0001880319
BNL,0001424182
ALHC,0001832466
BANF,0000760498
IRT,0001466085
SKE,0001713748
JOE,0000745308
BLLN,0002070849
ELF,0001600033
HGTY,0001840776
MIAX,0001438472
INSW,0001679049
UTG,0001263994
FRMI,0002071778
HP,0000046765
WSFS,0000828944
BGSI,0002091467
MNDY,0001845338
ARLP,0001086600
MMYT,0001495153
OII,0000073756
CGAU,0001854640
GTX,0001735707
TCGL,0002047190
SMG,0000825542
CDP,0000860546
HPHTY,0001600928
STNE,0001745431
INTR,0001864163
BETA,0001784570
PPTA,0001526243
MMS,0001032220
LIVN,0001639691
WHR,0000106640
AB,0000825313
SMR,0001822966
MDA,0001857047
KAI,0000886346
KLIC,0000056978
SIG,0000832988
CVLT,0001169561
FG,0001934850
CLBT,0001854587
BHF,0001685040
OSCR,0001568651
GPCR,0001888886
BFH,0001101215
LEU,0001065059
BBAR,0000913059
TMDX,0001756262
BTE,0001279495
RNST,0000715072
NTSK,0002063196
BOX,0001372612
ENVA,0001529864
CATY,0000861842
WK,0001445305
BKU,0001504008
GFF,0000050725
OLN,0000074303
EWTX,0001710072
FIBK,0000860413
CVI,0001376139
KRC,0001025996
CSTM,0001563411
FUL,0000039368
NEA,0001195737
PVH,0000078239
NIQ,0002054696
WPP,0000806968
LEGN,0001801198
CNK,0001385280
FBP,0001057706
NP,0002067129
AVNT,0001122976
PS,0002026053
GBDC,0001476765
LQDA,0001819576
HRI,0001364479
WSBC,0000203596
RELY,0001782170
USAR,0001970622
CC,0001627223
AVA,0000104918
NAVN,0001639723
KFY,0000056679
LIF,0001581760
COLD,0001455863
MCHB,0001518715
WHD,0001699136
CARG,0001494259
EXPO,0000851520
BKD,0001332349
GNW,0001276520
TLX,0002007191
KBH,0000795266
BXMT,0001061630
DBC,0001328237
PLBL,0002035697
NATL,0001974138
BSM,0001621434
CALX,0001406666
HWKN,0000046250
CNS,0001284812
HYMC,0001718405
MHO,0000799292
DNN,0001063259
MRX,0001997464
PAY,0001841156
DORM,0000868780
PLMR,0001761312
ICUI,0000883984
HGV,0001674168
RNG,0001384905
VEON,0001468091
AAP,0001158449
LASR,0001124796
RUN,0001469367
SUNC,0002089661
ZIM,0001654126
NIC,0001174850
DIOD,0000029002
WSC,0001647088
AXTI,0001051627
FIZZ,0000069891
PLUG,0001093691
QLYS,0001107843
KNTK,0001692787
LCID,0001811210
TR,0000098677
CLMT,0002013745
BKV,0001838406
PI,0001114995
MARA,0001507605
IAC,0001800227
PARR,0000821483
OPLN,0001395942
CBU,0000723188
PII,0000931015
SXI,0000310354
ITGR,0001114483
SEDG,0001419612
NOG,0001104485
FSM,0001341335
SA,0001231346
DNLI,0001714899
CPRX,0001369568
HNGE,0001673743
FHB,0000036377
BATRA,0001958140
ANDG,0002065708
CPK,0000019745
DBRG,0001679688
KD,0001867072
MTRN,0001104657
HSAI,0001861737
DYN,0001818794
LCII,0000763744
TARS,0001819790
TNGX,0001819133
JOYY,0001530238
SUPN,0001356576
HG,0001593275
SBCF,0000730708
ARX,0001997350
CTRI,0001981599
AWR,0001056903
LUNR,0001844452
BOH,0000046195
PRK,0000805676
QTWO,0001410384
COLM,0001050797
DHT,0001331284
GPK,0001408075
GBTG,0001820872
IDYA,0001676725
ARQT,0001787306
FFBC,0000708955
HYPMY,0001486749
TWST,0001581280
IPAR,0000822663
IRDM,0001418819
SOUN,0001840856
HAYW,0001834622
MANU,0001549107
UTF,0001275617
FRPT,0001611647
VERA,0001831828
ACLS,0001113232
NMIH,0001547903
FSK,0001422183
PBH,0001295947
TRMD,0001655891
POWI,0000833640
SDRL,0001737706
CWK,0001628369
AEO,0000919012
YSS,0002086587
UCTT,0001275014
MGEE,0001161728
VTMX,0001969373
SFNC,0000090498
GRBK,0001373670
SLG,0001040971
PAGS,0001712807
JPC,0001216583
RLX,0001828365
CRVL,0000874866
UE,0001611547
ZGN,0001877787
ALMS,0001847367
MPT,0001287865
EEFT,0001029199
MSGE,0001952073
LION,0002052959
ERO,0001853860
FBK,0001649749
WU,0001365135
WRD,0001867729
YETI,0001670592
PFS,0001178970
TTAM,0002035304
WDFC,0000105132
IHS,0001876183
EXK,0001277866
KMT,0000055242
CON,0002014596
UNFI,0001020859
CSQ,0001275214
TVTX,0001438533
LXP,0000910108
COCO,0001482981
SYNA,0000817720
BCC,0001328581
CAKE,0000887596
ATS,0001394832
CURB,0002027317
APLE,0001418121
BANC,0001169770
AKR,0000899629
DBD,0000028823
MGRC,0000752714
HTGC,0001280784
TXG,0001770787
RCUS,0001724521
CWT,0001035201
HCM,0001648257
DK,0001694426
NAD,0001083839
PTXKY,0001545057
TALO,0001724965
ADX,0000002230
DKL,0001552797
BRZE,0001676238
ADEA,0001803696
EXG,0001379438
HAE,0000313143
NVG,0001090116
SHTPY,0002018852
AMR,0001704715
CVBF,0000354647
PHIN,0001968915
SMSEY,0001560968
RH,0001528849
BWLP,0001649313
HPP,0001482512
MH,0001951070
SBLK,0001386716
FCPT,0001650132
CEPU,0001717161
WOR,0000108516
BKE,0000885245
RHI,0000315213
DRD,0001023512
TRN,0000099780
WRBY,0001504776
DX,0000826675
APAM,0001517302
ACMR,0001680062
DJT,0001849635
HE,0000354707
VCYT,0001384101
PTY,0001190935
CALY,0000837465
EFXT,0001904856
PRVA,0001759655
ASH,0001674862
TMC,0001798562
TNK,0001419945
VRNS,0001361113
FLNC,0001868941
SPNT,0001576018
DRSHF,0001671541
UAA,0001336917
UPST,0001647639
BULL,0001866364
BBT,0001108134
NGVT,0001653477
ETOR,0001493318
LMAT,0001158895
VC,0001111335
NHC,0001047335
TRMK,0000036146
IMNM,0001472012
SHOO,0000913241
EBOSY,0001533082
PTRN,0001811935
FIGS,0001846576
SAM,0000949870
FRME,0000712534
HTO,0000766829
VSH,0000103730
TSCFY,0001555815
IRON,0001816736
LFST,0001845257
SOC,0001831481
CHEF,0001517175
ORKA,0000907654
ANDE,0000821026
BEAM,0001745999
GRDN,0001802255
TDC,0000816761
AMBP,0001845097
KYN,0001293613
SMA,0001585389
HNI,0000048287
HIW,0000921082
AYR,0001362988
RXO,0001929561
WAFD,0000936528
BCRX,0000882796
PRDO,0001046568
HOG,0000793952
GDV,0001260729
ATRO,0000008063
PLAB,0000810136
CUBI,0001488813
SVM,0001340677
IVT,0001307748
MNR,0001980088
TBBK,0001295401
NZF,0001137887
TGB,0000878518
BRSL,0001619762
ELVN,0001672619
OSW,0001758488
FBNC,0000811589
KYIV,0002062440
GOF,0001380936
CXT,0000025445
KOD,0001468748
AMPX,0001899287
XRAY,0000818479
HUN,0001307954
MLCO,0001381640
DAVE,0001841408
CDLR,0001978867
SAH,0001043509
NTCT,0001078075
CENT,0000887733
MCW,0001853513
SRPT,0000873303
AAPG,0002023311
FRSH,0001544522
CSGS,0001005757
VRRM,0001682745
TMTNY,0002072098
BELFA,0000729580
GEO,0000923796
VNET,0001508475
ABM,0000771497
AMBA,0001280263
UNIT,0002020795
PAHC,0001069899
GRND,0001820144
SLDE,0001886428
VAC,0001524358
MLYS,0001933414
STUB,0001337634
NBTB,0000790359
MANE,0001827635
BBUC,0001654795
XXI,0002070457
DNOW,0001599617
DAWN,0001845337
NWN,0001733998
MTX,0000891014
HUBG,0000940942
ARCB,0000894405
BL,0001666134
KN,0001587523
ETY,0001340736
HTH,0001265131
DXPE,0001020710
DXC,0001688568
GEL,0001022321
BUSE,0000314489
CLSK,0000827876
FLOC,0002035149
NN,0001865631
ADMA,0001368514
NESR,0001698514
NTB,0001653242
ALRM,0001459200
SEZL,0001662991
FMCXF,0001105122
CLM,0000814083
FXCNY,0001164009
ACHC,0001520697
KWR,0000081362
WB,0001595761
FMC,0000037785
AGRO,0001499505
HLIO,0001024795
VVX,0001601548
AEBZY,0001174511
BTDR,0001899123
BMRRY,0001671235
ZLAB,0001704292
BWIN,0001781755
INFQ,0002007825
PK,0001617406
GRAL,0001699031
XMTR,0001657573
CECO,0000003197
CLDX,0000744218
HURN,0001289848
CCU,0000888746
WTTR,0001693256
ADPT,0001478320
INTA,0001565687
VET,0001293135
CPRI,0001530721
SPSC,0001092699
NYAX,0001901279
HTFL,0001464521
NSIT,0000932696
COPR,0001263364
DRVN,0001804745
TGLS,0001534675
NTST,0001798100
AERO,0001561861
BANR,0000946673
AEGXF,0001309167
NKTR,0000906709
TYRA,0001863127
WT,0000880631
ATHM,0001527636
SNDX,0001395937
RARE,0001515673
EYE,0001710155
GNL,0001526113
IMAX,0000921582
EVCM,0001853145
FA,0001210677
AVPT,0001777921
DAC,0001369241
ARR,0001428205
VECO,0000103145
CMRE,0001503584
RVT,0000804116
GLOB,0001557860
NEXT,0001612720
EXTR,0001078271
NVTS,0001821769
NEOG,0000711377
SEM,0001320414
TENB,0001660280
GSG,0001332174
MESO,0001345099
PAX,0001825570
HCI,0001400810
PENN,0000921738
BHC,0000885590
AGYS,0000078749
EFSC,0001025835
ECO,0001964954
BHE,0000863436
ALG,0000897077
VRDN,0001590750
CASH,0000907471
PLUS,0001022408
AGIO,0001439222
UTI,0001261654
ATKR,0001666138
GLPG,0001421876
XPRO,0001575828
CXW,0001070985
MBIN,0001629019
AUPH,0001600620
BW,0001630805
SYBT,0000835324
WLY,0000107140
KALU,0000811596
NMM,0001415921
SKWD,0001519449
AAMI,0001748824
VRE,0000924901
DRH,0001298946
STOK,0001623526
EPAC,0000006955
FDP,0001047340
ROG,0000084748
BRBR,0001772016
BB,0001070235
DEI,0001364250
AHG,0001702318
GTY,0001052752
VERX,0001806837
GT,0000042582
BLX,0000890541
DFTX,0001813814
STRA,0001013934
EYUBY,0001562294
WGS,0001818331
STC,0000094344
LNXSY,0001311307
NUV,0000812801
ZYME,0001937653
IE,0001879016
STEL,0001473844
OSSUY,0001437545
NWBI,0001471265
HBNB,0002054507
TSAT,0001845840
OCUL,0001393434
PDO,0001798618
SMNR,0001913577
BLKB,0001280058
PHVS,0001830487
GCMG,0001819796
EVT,0001253327
GTM,0001794515
CLBK,0001723596
PTON,0001639825
DCO,0000030305
MAAS,0001750264
DGII,0000854775
IOSP,0001054905
CMPR,0001262976
FUN,0001999001
NAC,0001074952
SEMR,0001831840
EVTC,0001559865
SION,0002036042
LTC,0000887905
BLBD,0001589526
KMPR,0000860748
SLNO,0001484565
FCF,0000712537
MQ,0001522540
APPN,0001441683
BVC,0001785680
PRKS,0001564902
LU,0001816007
RLAY,0001812364
PBI,0000078814
BORR,0001715497
MD,0000893949
PVLA,0001583648
COTY,0001024305
NBHC,0001475841
WERN,0000793074
PUMP,0001680247
AORT,0000784199
OFG,0001030469
TNET,0000937098
CAPR,0001133869
GAB,0000794685
ADUS,0001468328
ARCO,0001508478
TSLX,0001508655
INVA,0001080014
CHA,0002013649
HMN,0000850141
NCNO,0001902733
RUM,0001830081
AXGN,0000805928
LILA,0001712184
FLO,0001128928
ANIP,0001023024
PAYO,0001845815
SPB,0000109177
MGNI,0001595974
CHCO,0000726854
MCRI,0000907242
SHO,0001295810
IMKTA,0000050493
QFIN,0001741530
AILIH,0000018654
WMK,0000105418
SRCE,0000034782
FORTY,0001045986
TY,0000099614
RAMP,0000733269
PSNY,0001884082
EOSE,0001805077
BBAI,0001836981
GCT,0001857816
TPB,0001290677
USAS,0001286973
AVVSY,0002082141
ALKT,0001529274
USA,0000799195
INVX,0001042893
CCS,0001576940
SLVM,0001856485
RNW,0001848763
PWP,0001777835
CURLF,0001756770
ESTA,0001688757
THR,0001489096
CNXC,0001803599
ATEN,0001580808
ASGN,0000890564
SXGCF,0001622629
FIHL,0001636639
LC,0001409970
STEW,0000102426
SID,0001049659
KOS,0001509991
ATEC,0001350653
GBX,0000923120
HLMN,0001822492
MDCOY,0002094100
ABR,0001253986
VCEL,0000887359
JBLU,0001158463
GRC,0000042682
RDW,0001819810
CNL,0001953575
AESI,0001984060
RXRX,0001601830
CLVT,0001764046
HRMY,0001802665
AHCO,0001725255
RQI,0001157842
SONO,0001314727
AMSC,0000880807
RVLV,0001746618
ICHR,0001652535
OI,0000812074
FLNG,0001772253
AGM,0000845877
DHC,0001075415
ADNT,0001670541
NRP,0001171486
NRIX,0001549595
BRKK,0002074160
ANAB,0001370053
STBA,0000719220
NVRI,0000045876
STGW,0000876883
GENB,0002100782
ETV,0001322436
ZD,0001084048
RCAT,0000748268
KRP,0001657788
GABC,0000714395
RES,0000742278
DMRA,0001800315
EZPW,0000876523
ECPG,0001084961
GSHD,0001726978
TV,0000912892
OGN,0001821825
TROX,0001530804
TCBK,0000356171
ESRT,0001541401
SGRY,0001638833
OCS,0001953530
KARO,0001828102
QUBT,0001758009
DV,0001819928
ETG,0001270523
NGL,0001504461
TRVI,0001563880
AMLX,0001658551
WINA,0000908315
LOB,0001462120
IMCR,0001671927
SNDA,0001043000
BDJ,0001332283
ARLO,0001736946
HLF,0001180262
YELP,0001345016
MXL,0001288469
OMCL,0000926326
BOBS,0002085187
BSTZ,0001768666
WS,0001968487
NTLA,0001652130
WD,0001497770
BRAI,0002076975
BFC,0001746109
JJSF,0000785956
REX,0000744187
ASAN,0001477720
GTBIF,0001795139
ALGT,0001362468
KW,0001408100
TUYA,0001829118
CXM,0001569345
NBTX,0001760854
RAPP,0002012593
LKFN,0000721994
BTT,0001528437
UFPT,0000914156
XHR,0001616000
NUVB,0001811063
AIN,0000819793
CTOS,0001709682
DCOM,0000846617
INSP,0001609550
BCAT,0001809541
PRGO,0001585364
CET,0000018748
CBZ,0000944148
EFC,0001411342
CNXN,0001050377
APC,0002080921
ARI,0001467760
MAZE,0001842295
ARDX,0001437402
PLSE,0001625101
GLIBA,0002057463
ECVT,0001708035
TRS,0000842633
LPG,0001596993
NWL,0000814453
HLX,0000866829
BAK,0001071438
TIC,0002032966
TILE,0000715787
KSS,0000885639
BY,0001702750
IOVA,0001425205
GLP,0001323468
HTZ,0001657853
QCRH,0000906465
SLSR,0002019103
PEB,0001474098
AAT,0001500217
COHU,0000021535
SFL,0001289877
HOPE,0001128361
UPWK,0001627475
VIR,0001706431
CYD,0000932695
DQ,0001477641
FLYW,0001580560
TFIN,0001539638
ORIC,0001796280
MBX,0001776111
ATRC,0001323885
EDN,0001395213
MNSKY,0001584297
IIPR,0001677576
PRCT,0001588978
NOMD,0001651717
GAM,0000040417
AVAH,0001832332
NSSC,0000069633
PSIX,0001137091
DCH,0001062231
NEXA,0001713930
WLTH,0001524566
PGNY,0001551306
ESBA,0001553079
HYT,0001222401
CTS,0000026058
RBCAA,0000921557
VOYG,0001788060
RHLD,0002039497
SGML,0001848309
ORC,0001518621
LAC,0001966983
HIMX,0001342338
MAN,0000871763
PGEN,0001356090
VTOL,0001525221
SFDMY,0001493507
WVE,0001631574
OLPX,0001868726
SMPL,0001702744
SBH,0001368458
ASTH,0001083446
DOLE,0001857475
PRLB,0001443669
AFYA,0001771007
AMRC,0001488139
ECAT,0001864843
CNOB,0000712771
LEG,0000058492
EBCRY,0001969796
UAN,0001425292
WWW,0000110471
GSL,0001430725
MLTX,0001821586
LOMA,0001711375
XZO,0001873951
SKYT,0001819974
IRS,0000933267
CSWC,0000017313
NVAX,0001000694
PLPC,0000080035
LZB,0000057131
WEN,0000030697
IMTX,0001809196
AZULQ,0001432364
GLUE,0001826457
UVV,0000102037
CDRE,0001860543
HROW,0001360214
JKS,0001481513
TNDM,0001438133
DMLP,0001172358
SILA,0001567925
IQ,0001722608
HCSG,0000731012
SPH,0001005210
PDFS,0001120914
ENOV,0001420800
QQQX,0001608741
CRI,0001060822
OLMA,0001750284
PAEXY,0002073620
LINC,0001286613
IAUX,0001853962
BCAX,0002023658
DFH,0001825088
PDS,0001013605
NXRT,0001620393
OBK,0001516912
TSHA,0001806310
ATAI,0001840904
WKC,0000789460
OPRA,0001737450
BHVN,0001935979
SBET,0001981535
PRA,0001127703
WABC,0000311094
PSEC,0001287032
BST,0001616678
NBR,0001163739
LNN,0000836157
DEC,0001922446
NVGS,0001581804
INOD,0000903651
DLX,0000027996
KDK,0001853138
UAMY,0000101538
DFIN,0001669811
FINV,0001691445
IMOS,0001123134
TRIP,0001526520
LADR,0001577670
FOR,0001406587
NAT,0001000177
NVCR,0001645113
DSL,0001566388
ASTE,0000792987
IDT,0001005731
CRVS,0001626971
IRMD,0001325618
UMH,0000752642
LSPD,0001823306
WBTN,0001997859
NPKI,0000071829
TRIN,0001786108
ARDT,0001756655
XPEL,0001767258
NMZ,0001266585
VIA,0001603015
AI,0001577526
MUX,0000314203
ALX,0000003499
MSDL,0001782524
DSGR,0000703604
GIC,0000945114
JFR,0001276533
ELE,0002086771
ICFI,0001362004
TWO,0001465740
TNC,0000097134
NFJ,0001260563
CBL,0000910612
TEN,0001166663
DAO,0001781753
FIVN,0001288847
AGBK,0002081206
PEBO,0000318300
CCO,0001334978
BITF,0001812477
ROCK,0000912562
RKGRY,0002093907
CCEC,0001392326
GIII,0000821002
DBVT,0001613780
ASA,0001230869
AMAL,0001823608
KMTS,0001877184
SVV,0001883313
WLFC,0001018164
LUCK,0001840572
PHAR,0001828316
WBI,0002064947
RYZ,0001481582
CCB,0001437958
ABXXF,0001971975
OUST,0001816581
VZLA,0001796073
IVA,0001756594
PRG,0001808834
GPRE,0001309402
TTI,0000844965
RDWR,0001094366
USPH,0000885978
GENI,0001834489
TMP,0001005817
GLDD,0001372020
AEHR,0001040470
SCL,0000094049
GILT,0000897322
RLJ,0001511337
WLDN,0001370450
TBN,0001997652
BFS,0000907254
LIND,0001512499
NNNN,0001982708
DEA,0001622194
GOLD,0001591588
ENR,0001632790
CRF,0000033934
PXED,0001600222
TIGR,0001756699
ENVX,0001828318
ZBIO,0001953926
RSRBF,0001974551
QDEL,0001906324
SVRA,0001160308
ACDC,0001881487
TRUP,0001371285
BV,0001734713
PFBC,0001492165
CTBI,0000350852
SHLS,0001831651
SBR,0000710752
FMBH,0000700565
ARRY,0001820721
EVV,0001222922
LUXE,0001831907
CNMD,0000816956
EOS,0001308335
INNV,0001834376
BH-A,0001726173
RUPRF,0001010000
LAR,0001440972
EVLV,0001805385
MALG,0001309251
SAFT,0001172052
REAL,0001573221
PRGS,0000876167
SEPN,0001984086
TCNNF,0001754195
EYPT,0001314102
ALVO,0001898416
FPF,0001567569
LXU,0000060714
MRTN,0000799167
HFWA,0001046025
ELVR,0001739016
NNE,0001923891
PZZA,0000901491
GOOS,0001690511
JCAP,0002046042
CRAI,0001053706
OSBC,0000357173
MBC,0001941365
TK,0000911971
ABCL,0001703057
EMO,0001517518
PNTG,0001766400
PLTK,0001828016
TYG,0001268533
UPBD,0000933036
MFIC,0001278752
APEI,0001201792
KRNGY,0001494191
COLL,0001267565
LWLG,0001325964
IGIC,0001794338
CIM,0001409493
METC,0001687187
RERE,0001838957
MRVI,0001823239
VSTS,0001967649
TDAY,0001579684
RIOFF,0001743235
PRSU,0000884219
PTA,0001793882
MCB,0001476034
FSCO,0001568194
OCFC,0001004702
KALV,0001348911
ASM,0000316888
BFLY,0001804176
CSR,0000798359
QURE,0001590560
LTGHY,0001569963
RZLV,0001920294
NSP,0001000753
AVBP,0001868279
FSUN,0001709442
MMI,0001578732
GSBD,0001572694
CTMX,0001501989
ADTN,0000926282
PMT,0001464423
NBXG,0001843181
HLIT,0000851310
MTAL,0002107724
LZ,0001286139
VMET,0002080073
PBT,0000319654
ALNT,0000046129
CRML,0001951089
SSII,0001676163
XERS,0001867096
SVMB,0001647822
XIFR,0001603145
EPC,0001096752
OCSL,0001414932
BBN,0001493683
AKTS,0002035832
SCHL,0000866729
GUYGF,0001526491
HQH,0000805267
MLKN,0000066382
YALA,0001794350
PDX,0001756908
COUR,0001651562
INBX,0002007919
NPK,0000080172
BUR,0001714174
HSLV,0002013223
MFA,0001055160
CMP,0001227654
MUC,0001051004
GNK,0001326200
UVSP,0000102212
ABTC,0001755953
AOD,0001379400
ITRN,0001337117
HBT,0000775215
PCRX,0001396814
TDOC,0001477449
PLOW,0001287213
ODV,0001431852
SAFE,0001095651
AVO,0001802974
CRON,0001656472
AZTA,0000933974
EXPI,0001495932
MSEX,0000066004
NEO,0001077183
PGY,0001883085
NBBK,0001979330
UVE,0000891166
OPY,0000791963
OXLC,0001495222
GERN,0000886744
ARHS,0001875444
BTGO,0001740604
ASIC,0002040491
ETW,0001322435
DAKT,0000915779
IPX,0001898601
RNP,0001224450
LQDT,0001235468
HEPS,0001850235
CMPX,0001738021
UFCS,0000101199
CCOI,0001158324
SENEB,0000088948
ODC,0000074046
BTZ,0001379384
EQBK,0001227500
UTL,0000755001
KBDC,0001747172
PCT,0001830033
EAI,0000007323
CFFN,0001490906
TE,0001992243
BHRB,0001964333
BKSY,0001753539
AMTB,0001734342
TH,0001712189
ESQ,0001531031
JBSS,0000880117
SBGI,0001971213
STAA,0000718937
CSIQ,0001375877
SIFY,0001094324
PENG,0001616533
SBSI,0000705432
MPLT,0001770069
CLOV,0001801170
BLFS,0000834365
BCX,0001506289
MOMO,0001610601
FUEMF,0002001201
CRTO,0001576427
LGIH,0001580670
CERT,0001827090
AMPL,0001866692
LMB,0001606163
VRTS,0000883237
POET,0001437424
EUBG,0001171326
CRESY,0001034957
XRN,0001533615
AMPH,0001297184
JBGS,0001689796
BMEZ,0001785971
EVO,0001412558
EEX,0001579214
TBLA,0001840502
ACEL,0001698991
NRK,0001195739
CDNA,0001217234
BFST,0001624322
XNCR,0001326732
KODK,0000031235
FTRE,0001965040
ABUS,0001447028
VYX,0000070866
NABL,0001834488
SNCY,0001743907
CPAC,0001221029
PCN,0001160990
AWF,0000906013
HDL,0001995306
WGO,0000107687
HTD,0001260041
PHAT,0001783183
URGN,0001668243
OPK,0000944809
GHM,0000716314
CHY,0001222719
MBWM,0001042729
GHRS,0001855129
HPK,0001792849
INMD,0001742692
NEGG,0001474627
EVEX,0001823652
SUPV,0001517399
TALK,0001803901
BBDC,0001379785
CII,0001278895
SGP,0001778922
CCNE,0000736772
CGEM,0001789972
JMIA,0001756708
CHI,0001171471
CPF,0000701347
SHEN,0000354963
HBNC,0000706129
THRM,0000903129
JANX,0001817713
KRUS,0001772177
WSR,0001175535
PHK,0001219360
SDGR,0001490978
CAZGF,0002074220
RJET,0000810332
TBPH,0001583107
AEVA,0001789029
VLRS,0001520504
GGN,0001313510
EVMN,0002044725
GROY,0001834026
MCBS,0001747068
NX,0001423221
PDM,0001042776
ANNX,0001528115
LMRI,0002071288
MPB,0000879635
YB,0001995520
HRTG,0001598665
SLI,0001537137
ULCC,0001670076
OILSF,0001868917
FSBC,0001275168
HTLD,0000799233
BCSF,0001655050
CAC,0000750686
MATW,0000063296
EIG,0001379041
REPX,0001001614
RPC,0001841968
PFLT,0001504619
CTLP,0000896429
SPRY,0001671858
SCSC,0000918965
CGBD,0001544206
CAPL,0001538849
MYE,0000069488
CRCT,0001828962
FCBC,0000859070
GFR,0001966287
MEG,0001643615
WOOF,0001826470
MQY,0000890196
HAFC,0001109242
TRST,0000357301
WOLF,0000895419
BRELY,0002018463
SCZM,0001548536
NMFC,0001496099
FMCB,0001085913
SLRC,0001418076
LOT,0001962746
BIOA,0001709941
WLKP,0001604665
SATL,0001874315
NAVI,0001593538
FMNB,0000709337
PKST,0001600626
ABX,0001814287
NAK,0001164771
GRNT,0001928446
CLB,0001958086
GSM,0001639877
SMP,0000093389
YDDL,0002034723
HTBK,0001053352
STKL,0000351834
SANA,0001770121
ODD,0001907085
EOI,0001300391
BTX,0001836057
HNRG,0000788965
MEGI,0001855066
PEO,0000216851
NEWP,0001369085
PRCH,0001784535
SLS,0001390478
KOP,0001315257
LDI,0001831631
KRO,0001257640
AEBI,0002048519
MNKD,0000899460
EGBN,0001050441
NRDS,0001625278
DBA,0001383082
TLRY,0001731348
THFF,0000714562
BBSI,0000902791
OMER,0001285819
NWPX,0001001385
NXP,0000883618
AIP,0001667011
FFC,0001174164
HTB,0001538263
CCBG,0000726601
BJRI,0001013488
RYAM,0001597672
VOR,0001817229
OMDA,0001611115
AIO,0001778114
BOW,0002002473
ACVA,0001637873
HUYA,0001728190
HBIA,0000732417
IART,0000917520
SKYH,0001823587
RLMD,0001553643
IBTA,0001538379
BLDP,0001453015
CSTL,0001447362
ANRO,0001999480
BRSP,0001717547
CSV,0001016281
VTS,0001944558
APOG,0000006845
JQC,0001227476
KURA,0001422143
BIT,0001562818
JBI,0001839839
ATEX,0001304492
EHAB,0001803737
BBOT,0001869105
FPH,0001574197
DSP,0001828791
CMPS,0001816590
DRUG,0001827401
RA,0001655099
ASGI,0001793855
SMBC,0000916907
VEL,0001692376
SLDB,0001707502
ORRF,0000826154
AMN,0001142750
LBRX,0001691082
GSBC,0000854560
GDEN,0001071255
IVR,0001437071
MGTX,0001735438
ESPR,0001434868
LIFE,0001788451
RWT,0000930236
OIS,0001121484
UTZ,0001739566
BTO,0000925683
ASST,0001920406
EH,0001759783
MYI,0000883412
WDI,0001819559
THQ,0001604522
TXO,0001559432
GLASF,0001848731
FBRT,0001562528
RBTK,0001594204
IIIV,0001728688
JBIO,0001798749
VTEX,0001793663
GO,0001771515
FOXF,0001424929
VINP,0001826286
CBLL,0001861107
ROOT,0001788882
NOAH,0001499543
IBCP,0000039311
TRNS,0000099302
OFRM,0001696556
GMTL,0002039972
QNST,0001117297
SPFI,0001163668
ADSE,0001879248
PRAA,0001185348
CVLG,0000928658
FBYD,0001937987
MTUS,0001598428
LYTS,0000763532
WRLD,0000108385
KRNT,0001625791
NFGC,0001840616
MOVE,0001734750
