ticker,company_name,sic,fiscal_year_end,year_end,filing_date,fiscal_year,accession_number,form_type,net_income,total_assets,total_liabilities,operating_income,operating_cash_flow,return_next_year,vol_next_year,lagged_vol,log_total_assets,leverage,roa,asset_growth,current_ratio,accruals,ocf_to_assets
AAPL,Apple Inc.,3571,9,2011-09-24,2011-10-26,2011,0001193125-11-282113,10-K,25922000000.0,116371000000.0,39756000000.0,33790000000.0,37529000000.0,0.404094986944081,0.2669499618130692,0.25318957696638994,25.48004920030953,0.34163150613125265,0.22275309140593447,0.5478366120000532,1.6084376117268502,-0.0997413444930438,0.32232080562936927
AAPL,Apple Inc.,3571,9,2012-09-29,2012-10-31,2012,0001193125-12-444068,10-K,41733000000.0,176064000000.0,57854000000.0,55241000000.0,50856000000.0,-0.08006238736301008,0.3163068322147271,0.2669499618130692,25.89411340224852,0.32859641948382406,0.23703312431842966,0.512954258363338,1.4958486845519174,-0.051816384950926934,0.2888495092693566
AAPL,Apple Inc.,3571,9,2013-09-28,2013-10-30,2013,0001193125-13-416534,10-K,37037000000.0,207000000000.0,83451000000.0,48999000000.0,53666000000.0,0.3964758758672517,0.21353565939969119,0.3163068322147271,26.055984630211782,0.4031449275362319,0.17892270531400967,0.17570883315158126,1.6786385084062485,-0.08033333333333334,0.259256038647343
AAPL,Apple Inc.,3571,9,2014-09-27,2014-10-27,2014,0001193125-14-383437,10-K,39510000000.0,231839000000.0,120292000000.0,52503000000.0,59713000000.0,0.13284783619187865,0.2631825180760951,0.21353565939969119,26.16930900218995,0.5188600709975457,0.17041998973425523,0.11999516908212561,1.0801128483167317,-0.08714237035183899,0.25756236008609423
AAPL,Apple Inc.,3571,9,2015-09-26,2015-10-28,2015,0001193125-15-356351,10-K,53394000000.0,290479000000.0,171124000000.0,71230000000.0,81266000000.0,-0.02842145299242853,0.244635346050337,0.2631825180760951,26.394797121468763,0.5891097118896719,0.1838136319665105,0.2529341482666851,1.1087706239920605,-0.09595185882628349,0.27976549079279395
AAPL,Apple Inc.,3571,9,2016-09-24,2016-10-26,2016,0001628280-16-020309,10-K,45687000000.0,321686000000.0,193437000000.0,60024000000.0,65824000000.0,0.37780325069371634,0.17392631516548102,0.244635346050337,26.49684175143808,0.6013224075651412,0.14202358821956815,0.1074328953211764,1.352669417512594,-0.06259831015337938,0.20462189837294753
AAPL,Apple Inc.,3571,9,2017-09-30,2017-11-03,2017,0000320193-17-000070,10-K,48351000000.0,375319000000.0,241272000000.0,61344000000.0,63598000000.0,0.16075212655665008,0.24315516260934117,0.17392631516548102,26.65104216797166,0.6428451530564666,0.12882641166580963,0.1667246942670803,1.2760628484139107,-0.040624109091199755,0.16945052075700937
AAPL,Apple Inc.,3571,9,2018-09-29,2018-11-05,2018,0000320193-18-000145,10-K,59531000000.0,365725000000.0,258578000000.0,70898000000.0,77434000000.0,0.23001376556116646,0.30531605908520815,0.24315516260934117,26.62514752181056,0.7070285050242668,0.16277530931710985,-0.025562255041711186,1.1238426916297297,-0.04895208148198783,0.2117273907990977
AAPL,Apple Inc.,3571,9,2019-09-28,2019-10-31,2019,0000320193-19-000119,10-K,55256000000.0,338516000000.0,248028000000.0,63930000000.0,69391000000.0,0.5352104928493667,0.4594610893261851,0.30531605908520815,26.547837195537657,0.7326921031797611,0.16323009842961633,-0.07439742976279992,1.540125617208044,-0.041755781115220554,0.20498587954483688
AAPL,Apple Inc.,3571,9,2020-09-26,2020-10-30,2020,0000320193-20-000096,10-K,57411000000.0,323888000000.0,258549000000.0,66288000000.0,80674000000.0,0.3208534368738117,0.2541203250298723,0.4594610893261851,26.50366361396563,0.7982666847799239,0.1772557180259843,-0.04321213768330005,1.3636044481554577,-0.07182421083831447,0.24907992886429878
AAPL,Apple Inc.,3571,9,2021-09-25,2021-10-29,2021,0000320193-21-000105,10-K,94680000000.0,351002000000.0,287912000000.0,108949000000.0,104038000000.0,0.034567926235736283,0.3380743220248155,0.2541203250298723,26.58405775840174,0.8202574344305731,0.26974205275183616,0.08371412340068171,1.0745531195957954,-0.02666081674748292,0.2964028694993191
AAPL,Apple Inc.,3571,9,2022-09-24,2022-10-28,2022,0000320193-22-000108,10-K,99803000000.0,352755000000.0,302083000000.0,119437000000.0,122151000000.0,0.1107598842525775,0.2510429606411061,0.3380743220248155,26.589039601923314,0.8563535598361469,0.2829244092925685,0.004994273536902924,0.8793560286267226,-0.06335275190996584,0.32232080562936927
AAPL,Apple Inc.,3571,9,2023-09-30,2023-11-03,2023,0000320193-23-000106,10-K,96995000000.0,352583000000.0,290437000000.0,114301000000.0,110543000000.0,0.21915652781296693,0.22491728578193157,0.2510429606411061,26.588551892475053,0.8237407929480435,0.27509834563776475,-0.00048759053734178114,0.9880116717592975,-0.03842499496572438,0.31352334060348913
AAPL,Apple Inc.,3571,9,2024-09-28,2024-11-01,2024,0000320193-24-000123,10-K,93736000000.0,364980000000.0,308030000000.0,123216000000.0,118254000000.0,0.1968180339579251,0.3241586331519957,0.22491728578193157,26.62310839450708,0.8439640528248123,0.25682503150857583,0.035160515396374756,0.8673125765340832,-0.06717628363197983,0.32232080562936927
ABBV,AbbVie Inc.,2834,12,2014-12-31,2015-02-20,2014,0001047469-15-000995,10-K,,27547000000.0,25805000000.0,3411000000.0,3549000000.0,-0.05609931948627767,0.3329360462818484,0.2686641705916761,24.03915947369411,0.9367626238791883,,-0.05654496883348174,1.4112280701754385,,0.12883435582822086
ABBV,AbbVie Inc.,2834,12,2015-12-31,2016-02-19,2015,0001047469-16-010239,10-K,,53050000000.0,49105000000.0,7537000000.0,7535000000.0,0.14852705643290706,0.22412429441318227,0.3329360462818484,24.694500702006405,0.925636192271442,,0.9257995425999201,1.4975215715072516,,0.1420358152686145
ABBV,AbbVie Inc.,2834,12,2016-12-31,2017-02-17,2016,0001551152-17-000004,10-K,5953000000.0,66099000000.0,61463000000.0,9384000000.0,7041000000.0,0.684315264350924,0.24404387264255234,0.22412429441318227,24.914419455096574,0.929862781585198,0.09006187688164723,0.24597549481621112,1.6549432573356508,-0.01646015824747727,0.10652203512912449
ABBV,AbbVie Inc.,2834,12,2017-12-31,2018-02-16,2017,0001551152-18-000014,10-K,5309000000.0,70786000000.0,65689000000.0,9592000000.0,9960000000.0,-0.3346224889266049,0.32664497504059675,0.24404387264255234,24.982927077979937,0.9279942361483909,0.07500070635436386,0.07090878833265253,1.2753440298059011,-0.06570508292600231,0.14070578928036617
ABBV,AbbVie Inc.,2834,12,2018-12-31,2019-02-27,2018,0001551152-19-000008,10-K,5687000000.0,59352000000.0,67798000000.0,6383000000.0,13427000000.0,0.12389560654433353,0.2766362511287268,0.32664497504059675,24.806751655833637,1.14230354495215,0.09581816956463135,-0.1615291159268782,0.9829456464992169,-0.13040841083704002,0.22622658040167137
ABBV,AbbVie Inc.,2834,12,2019-12-31,2020-02-21,2019,0001551152-20-000007,10-K,7882000000.0,89115000000.0,97287000000.0,12983000000.0,13324000000.0,0.19137497160086875,0.35056203731465885,0.2766362511287268,25.213193507422226,1.091701733714863,0.08844751164226,0.5014658309745249,3.177350016041065,-0.06106716041070527,0.14951467205296526
ABBV,AbbVie Inc.,2834,12,2020-12-31,2021-02-19,2020,0001551152-21-000008,10-K,4616000000.0,150565000000.0,97287000000.0,11363000000.0,17588000000.0,0.34217811640584905,0.18637326122925163,0.35056203731465885,25.737660721583815,0.6461461827117856,0.030657855411284164,0.689558435729114,0.8434109068071596,-0.08615548102148574,0.11681333643276991
ABBV,AbbVie Inc.,2834,12,2021-12-31,2022-02-18,2021,0001551152-22-000007,10-K,11542000000.0,146529000000.0,,17924000000.0,22777000000.0,0.07610063789609517,0.23146891374434783,0.18637326122925163,25.710489198032008,,0.07876939035958752,-0.02680569853551622,0.7935443541512758,-0.07667424195892963,0.15544363231851716
ABBV,AbbVie Inc.,2834,12,2022-12-31,2023-02-17,2022,0001551152-23-000011,10-K,11836000000.0,138805000000.0,,18117000000.0,24943000000.0,0.19468479341924244,0.1919561935951877,0.23146891374434783,25.656335907425056,,0.08527070350491697,-0.052713114810037605,0.9636062021802424,-0.09442743417023883,0.1796981376751558
ABBV,AbbVie Inc.,2834,12,2023-12-31,2024-02-20,2023,0001551152-24-000011,10-K,4863000000.0,134711000000.0,,12757000000.0,22839000000.0,0.16970703798453435,0.25204776579166877,0.1919561935951877,25.626397579983205,,0.036099501896652834,-0.029494614747307375,0.8721228297349436,-0.13344121860872535,0.1695407205053782
ABBV,AbbVie Inc.,2834,12,2024-12-31,2025-02-14,2024,0001551152-25-000020,10-K,4278000000.0,135161000000.0,,9137000000.0,18806000000.0,0.19818634872612628,0.26700095508000804,0.25204776579166877,25.629732497403783,,0.03165114197142667,0.003340484444477437,0.6601976825208392,-0.1074866270595808,0.13913776903100747
ABNB,"Airbnb, Inc.",7340,12,2022-12-31,2023-02-17,2022,0001559720-23-000003,10-K,1893000000.0,16038000000.0,10478000000.0,1802000000.0,3430000000.0,0.1691246190186489,0.3786700385100676,0.609331098730787,23.498226743331248,0.6533233570270607,0.11803217358772915,0.16993328360253665,1.8627475557783906,-0.09583489213118843,0.21386706571891756
ABNB,"Airbnb, Inc.",7340,12,2023-12-31,2024-02-16,2023,0001559720-24-000006,10-K,4792000000.0,20645000000.0,12480000000.0,1518000000.0,3884000000.0,0.0857844197314493,0.3563145458719251,0.3786700385100676,23.750738996284465,0.604504722693146,0.2321143133930734,0.2872552687367502,1.6591959798994975,0.04398159360620005,0.18813271978687335
ABNB,"Airbnb, Inc.",7340,12,2024-12-31,2025-02-13,2024,0001559720-25-000010,10-K,2648000000.0,20959000000.0,12547000000.0,2553000000.0,4518000000.0,-0.280237919918704,0.35329803223978534,0.3563145458719251,23.765833985337434,0.598644973519729,0.12634190562526837,0.015209493824170502,1.6907784666863497,-0.08922181401784436,0.21556371964311274
ABT,ABBOTT LABORATORIES,2834,12,2010-12-31,2011-02-18,2010,0001047469-11-001056,10-K,4626172000.0,59462266000.0,36985802000.0,6087581000.0,8735981000.0,0.21849074908778032,0.17273877694943343,0.14277086389753943,24.808607763443757,0.6220045835454707,0.07780012958133818,0.13441619464878538,1.2928379045504244,-0.06911625265004197,0.14691638223138015
ABT,ABBOTT LABORATORIES,2834,12,2011-12-31,2012-02-21,2011,0001047469-12-001216,10-K,,60276893000.0,35750748000.0,5751948000.0,8970077000.0,0.27400730676410845,0.14946077293284568,0.17273877694943343,24.822214666576066,0.5931086726716323,,0.013699898352343316,1.5354279019663017,,0.14881452167748593
ABT,ABBOTT LABORATORIES,2834,12,2012-12-31,2013-02-15,2012,0001047469-13-001180,10-K,,67234944000.0,40421712000.0,8084515000.0,9314401000.0,0.12610930803597245,0.19788264139206924,0.14946077293284568,24.931458949322366,0.6012009469361647,,0.11543479853880326,2.358596979437622,,0.13853511947596772
ABT,ABBOTT LABORATORIES,2834,12,2013-12-31,2014-02-21,2013,0001047469-14-001176,10-K,2576000000.0,42953000000.0,17686000000.0,2629000000.0,3324000000.0,0.2157333457044984,0.1578204053348348,0.19788264139206924,24.483372331598606,0.4117523805089284,0.05997252811212255,-0.26146766842498664,2.024508257073735,-0.017414383162992108,0.07738691127511466
ABT,ABBOTT LABORATORIES,2834,12,2014-12-31,2015-02-27,2014,0001047469-15-001377,10-K,2284000000.0,41275000000.0,19636000000.0,2599000000.0,3675000000.0,-0.17594252813499817,0.24965015970086912,0.1578204053348348,24.443522826752602,0.4757359176256814,0.05533615990308904,-0.039065955812166785,1.4490125332320547,-0.033700787401574804,0.08903694730466384
ABT,ABBOTT LABORATORIES,2834,12,2015-12-31,2016-02-19,2015,0001047469-16-010246,10-K,4423000000.0,41247000000.0,19921000000.0,2867000000.0,2966000000.0,0.1571006998749206,0.20964070421738581,0.24965015970086912,24.44284421980962,0.48296845831211965,0.10723204111814193,-0.0006783767413688674,1.540931852819508,0.035323781123475645,0.07190825999466628
ABT,ABBOTT LABORATORIES,2834,12,2016-12-31,2017-02-17,2016,0001047469-17-000744,10-K,1400000000.0,52666000000.0,31949000000.0,3185000000.0,3203000000.0,0.31155632508126424,0.15990409103459022,0.20964070421738581,24.687235922997303,0.6066342611931796,0.026582614969809744,0.2768443765607196,4.020420420420421,-0.034234610564690696,0.06081722553450044
ABT,ABBOTT LABORATORIES,2834,12,2017-12-31,2018-02-16,2017,0001047469-18-000856,10-K,477000000.0,76250000000.0,45152000000.0,1726000000.0,5570000000.0,0.2592632205296451,0.22952088593466088,0.15990409103459022,25.057283252433933,0.5921573770491804,0.006255737704918033,0.4478031367485664,2.2606597845601435,-0.06679344262295082,0.07304918032786885
ABT,ABBOTT LABORATORIES,2834,12,2018-12-31,2019-02-22,2018,0001047469-19-000624,10-K,2368000000.0,67173000000.0,36451000000.0,3650000000.0,6300000000.0,0.11236483230004794,0.1834027956585337,0.22952088593466088,24.930537218023723,0.5426436216932399,0.03525225909219478,-0.11904262295081967,1.623612960497115,-0.058535423458830185,0.09378768255102496
ABT,ABBOTT LABORATORIES,2834,12,2019-12-31,2020-02-21,2019,0001104659-20-023904,10-K,3687000000.0,67887000000.0,36586000000.0,4532000000.0,6136000000.0,0.38565519036444884,0.39667954992861865,0.1834027956585337,24.941110395154123,0.5389249782727179,0.054310840072473374,0.010629270689116163,1.4422351100064439,-0.03607465346826344,0.09038549354073681
ABT,ABBOTT LABORATORIES,2834,12,2020-12-31,2021-02-19,2020,0001104659-21-025751,10-K,4495000000.0,72548000000.0,39545000000.0,5357000000.0,7901000000.0,-0.03330216542567352,0.21581787157633092,0.39667954992861865,25.00751424870159,0.5450873904173789,0.061958978882946464,0.06865821143959816,1.7167212564037961,-0.04694822738049292,0.10890720626343937
ABT,ABBOTT LABORATORIES,2834,12,2021-12-31,2022-02-18,2021,0001104659-22-025141,10-K,7071000000.0,75196000000.0,39172000000.0,8425000000.0,10533000000.0,-0.07848997007556877,0.258001143037847,0.21581787157633092,25.043363874998125,0.520931964466195,0.0940342571413373,0.03649997243204499,1.8495993895459748,-0.046039682961859674,0.140073940103197
ABT,ABBOTT LABORATORIES,2834,12,2022-12-31,2023-02-17,2022,0001628280-23-004026,10-K,6933000000.0,74438000000.0,37533000000.0,8362000000.0,9581000000.0,0.11537562624350908,0.19533597113192844,0.258001143037847,25.033232401083872,0.5042182756119187,0.09313791343131196,-0.010080323421458589,1.6285105558783652,-0.03557322872726296,0.12871114215857493
ABT,ABBOTT LABORATORIES,2834,12,2023-12-31,2024-02-16,2023,0001628280-24-005348,10-K,5723000000.0,73214000000.0,34387000000.0,6478000000.0,7261000000.0,0.13329754716460188,0.19123611316931757,0.19533597113192844,25.016652496457024,0.4696779304504603,0.07816810992433142,-0.016443214487224266,1.6378874358789104,-0.021006911246482914,0.09917502117081432
ABT,ABBOTT LABORATORIES,2834,12,2024-12-31,2025-02-21,2024,0001628280-25-007110,10-K,13402000000.0,81414000000.0,33513000000.0,6825000000.0,8558000000.0,-0.13886381425188857,0.2388054797514586,0.19123611316931757,25.122813085338283,0.4116368192202815,0.1646154224089223,0.11200043707487639,1.6709754891573074,0.05949836637433365,0.10511705603458865
ACM,AECOM,8711,9,2011-09-30,2011-11-21,2011,0001047469-11-009697,10-K,275800000.0,5789328000.0,3394191000.0,421223000.0,132012000.0,0.07525285683932446,0.3746551946537861,0.36118152194524145,22.479282059619415,0.5862841075855436,0.04763938059823178,0.10422057678285089,1.6479222859208817,0.024836734073453777,0.022802646524778005
ACM,AECOM,8711,9,2012-09-30,2012-11-19,2012,0001047469-12-010679,10-K,-58567000.0,5664568000.0,3440080000.0,53606000.0,433352000.0,0.3154073576644216,0.3092401651622778,0.3746551946537861,22.457496470795753,0.6072978557235079,-0.010339182087671999,-0.021549996821738204,1.5142850131976393,-0.08684139726100913,0.07650221517333713
ACM,AECOM,8711,9,2013-09-30,2013-11-13,2013,0001047469-13-010484,10-K,239243000.0,5665623000.0,3591529000.0,376989000.0,408598000.0,0.07885685206526093,0.2668911229090056,0.3092401651622778,22.457682698901362,0.6339159877033823,0.04222713018497701,0.00018624544713736335,1.5249706727231733,-0.029891681815044875,0.07211881200002189
ACM,AECOM,8711,9,2014-09-30,2014-11-17,2014,0001047469-14-009283,10-K,229854000.0,6123377000.0,3850897000.0,352882000.0,360625000.0,-0.037408105371238363,0.3021428514087892,0.2668911229090056,22.53537957867207,0.6288845191142077,0.03753713024692094,0.08079499818466566,1.3983860045468446,-0.02135602625805989,0.05889315650498083
ACM,AECOM,8711,9,2015-09-30,2015-11-25,2015,0001047469-15-008965,10-K,-154845000.0,14014298000.0,10383355000.0,129018000.0,764433000.0,0.1722319718319049,0.35632886893859633,0.3021428514087892,23.363343931118504,0.7409115319226122,-0.011049072882566076,1.2886550999554658,1.2915669641269365,-0.0655957223115992,0.05454664942903312
ACM,AECOM,8711,9,2016-09-30,2016-11-16,2016,0001047469-16-016739,10-K,96109000.0,13726745000.0,10174256000.0,375537000.0,814155000.0,-0.05546069898753628,0.26484765447925107,0.35632886893859633,23.342611956515377,0.7411994613435304,0.007001587047766968,-0.020518544703416467,1.1312058462255379,-0.05230999774527756,0.059311584793044526
ACM,AECOM,8711,9,2017-09-30,2017-11-14,2017,0001047469-17-007051,10-K,339390000.0,14396956000.0,10182270000.0,653856000.0,696654000.0,-0.04656150338336121,0.23904297910025973,0.26484765447925107,23.390282632293697,0.707251588460783,0.023573733225273452,0.04882519490236032,1.1978788103138922,-0.024815245667209097,0.04838897889248255
ACM,AECOM,8711,9,2018-09-30,2018-11-13,2018,0001047469-18-007225,10-K,136468000.0,14681131000.0,10402757000.0,424868000.0,774553000.0,0.23455347997331755,0.25597447580832083,0.23904297910025973,23.409828900761806,0.7085800814664756,0.009295469129728492,0.01973854750962634,1.1627565367636827,-0.0434629321133365,0.052758401243064995
ACM,AECOM,8711,9,2019-09-30,2019-11-13,2019,0001104659-19-063367,10-K,-261050000.0,14461591000.0,10562241000.0,25085000.0,777616000.0,0.13656556594407568,0.5640436624877738,0.25597447580832083,23.39476207528695,0.7303650753226253,-0.018051264207375246,-0.014953888770558617,1.166037116238099,-0.07182238800696272,0.05377112379958747
ACM,AECOM,8711,9,2020-09-30,2020-11-19,2020,0001104659-20-126988,10-K,-186370000.0,12998951000.0,9585407000.0,381461000.0,329622000.0,0.34483221936528347,0.2738912826213054,0.5640436624877738,23.288134498844457,0.7373985023868465,-0.014337310756844917,-0.10113963256186681,1.236421127226312,-0.03969489538040416,0.025357584623559238
ACM,AECOM,8711,9,2021-09-30,2021-11-17,2021,0001104659-21-140569,10-K,173185000.0,11733954000.0,8904377000.0,629553000.0,704670000.0,0.09787723983578883,0.3009377166708315,0.2738912826213054,23.18575252721059,0.7588556253075477,0.014759304493608889,-0.09731531413573295,1.1180481064307013,-0.04529462106294264,0.06005392555655153
ACM,AECOM,8711,9,2022-09-30,2022-11-17,2022,0001104659-22-119637,10-K,310611000.0,11139315000.0,8533936000.0,646804000.0,713636000.0,0.07173441967785452,0.2220288048229649,0.3009377166708315,23.133746579429282,0.7661095857330545,0.027884210115253945,-0.05067677954080952,1.07746590550151,-0.03618041145258932,0.06406462156784326
